mom,rev,portfolio
2656.7005617759705,-468.159140625,-60432.644469295476
2524.269743041992,-797.2824884033203,-58705.65721465681
4266.736438824463,181.01,-54257.910775832344
2484.458547571945,-155.10021514892577,-51928.552443409324
2105.2751115531923,-385.60125030517577,-50208.878582161306
2879.7245170902675,-1036.7486614227296,-48365.90272649377
1493.6927250467936,-444.02933898925784,-47316.23934043623
-406.17444419413675,-602.5604925537109,-48324.974277184076
730.0905099480038,-285.119736328125,-47880.0035035642
1462.7483555555557,-75.4,-46492.65514800864
112.19193248271638,-120.35794738769532,-46500.82116291362
4073.7770931642563,-115.43878051757812,-42542.48285026694
1153.8931738805497,-315.81221557617187,-41704.40189196256
506.1057708988372,360.6390173339844,-40837.65710372974
384.34208933221726,-735.3797296142578,-41188.69474401178
40.74459241594587,-643.2020855712891,-41791.15223716712
527.2218773128873,52.7997314453125,-41211.13062840892
25.834007712131076,128.0398371887207,-41057.25678350807
-1025.93703148857,-675.5388970947265,-42758.73271209137
,0.0,-42758.73271209137
,-153.9198193359375,-42912.65253142731
-2362.430645491331,-360.9984576416016,-45636.08163456024
-193.04490238259933,-34.9511376953125,-45864.07767463815
-269.65467688459364,-627.4596655273438,-46761.19201705009
-903.0065942958649,-320.4294814300537,-47984.62809277601
670.7769595933339,-48.920559844970704,-47362.771693027644
374.85442372603643,-89.45992416381836,-47077.37719346543
-457.2141244879829,-143.51945251464844,-47678.11077046806
,-917.6009033203125,-48595.71167378838
,-363.96015426635745,-48959.671828054736
,-1164.6802019500733,-50124.35203000481
,-72.53840118408203,-50196.89043118889
2071.679144726369,-921.2591334533691,-49046.47041991589
2901.9015748367556,-1138.109411315918,-47282.67825639505
-307.5769073971067,-450.49857330322266,-48040.75373709538
1139.267372969482,-614.64,-47516.1263641259
-224.05611476147516,-396.67742431640625,-48136.85990320378
-470.5279049765254,-680.631074371338,-49288.018882551645
448.6180999208541,-252.9586376953125,-49092.3594203261
-592.5305195257362,-827.9513069152832,-50512.84124676712
-1302.8958700459798,-582.8617510986328,-52398.598867911736
-1860.088865371377,-1147.0415673828124,-55405.729300665924
-768.7112120849972,17.71743133544922,-56156.723081415475
1690.0303231795417,-677.2045874023438,-55143.89734563828
,-892.840986328125,-56036.73833196641
,-215.038359375,-56251.77669134141
1712.6625963110182,-1077.9993270874024,-55617.11342211779
-282.8572559144762,-400.4997555541992,-56300.470433586466
-799.3832208063943,-900.6403964233399,-58000.4940508162
-1044.6132837995256,-161.28287109375,-59206.39020570948
297.6856123134371,-1033.0390414428712,-59941.74363483892
884.0361856607104,-502.66982162475585,-59560.377270802965
1480.292027299987,-560.2800929260254,-58640.365336429
-9.768534023975192,47.081175537109374,-58603.05269491587
332.3080516021729,-447.7605889892578,-58718.50523230295
874.1962927479834,-273.3503791809082,-58117.659318735874
,-450.36,-58568.019318735875
-959.5053948924065,-829.825849647522,-60357.3505632758
571.5142077219282,-228.98904083251952,-60014.8253963864
-1935.9674289889413,-27.35900848388672,-61978.15183385923
,266.7504884338379,-61711.40134542539
,-886.3505694580078,-62597.751914883396
1076.5278570131575,-393.12,-61914.344057870236
2215.3640384080677,-2156.279673156738,-61855.25969261891
744.2108231090273,-737.7793154144288,-61848.82818492431
-209.14043523879883,-562.320097503662,-62620.288717666765
123.76801527707539,-696.959677734375,-63193.48038012406
-571.3519260726082,-483.9293522644043,-64248.76165846107
-1171.7881326040585,-625.6007263183594,-66046.15051738349
655.1966733604431,-384.55846923828125,-65775.51231326132
-347.5308416941325,-233.92241455078124,-66356.96556950624
1853.3704281244186,-147.00100708007812,-64650.5961484619
-1354.0471111487434,77.52111328125,-65927.12214632939
-146.88553873697919,-798.6921215820313,-66872.69980664841
0.0,0.0,-66872.69980664841
-465.1282939185006,-1157.5183813476563,-68495.34648191456
919.5986203325059,260.1011024475098,-67315.64675913454
-1319.7459796642486,421.2596759033203,-68214.13306289547
-3792.346095301083,-718.5498433685302,-72725.02900156508
-374.52961200253924,-397.442109375,-73497.00072294263
-1178.9680297780355,-258.5720233154297,-74934.5407760361
699.4914573881786,-755.8916293334961,-74990.94094798142
